"","no","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","W","WS","WC","YEAR","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"3665",65,"20180610NCOB0",20180610,"NC","L",0.322580645,6.230769231,0.161290323,0.346153846,0,0,0,0.129032258,2,0.181818182,0.193548387,0,0.032258065,0,4,0,0.643034826,"LOSE",0,5397,2018,0.426491578374824,0.276923076933333,0.296380932950122,0.206043955952381,0,0,0,0.192360973202522,0.142857142857143,0.231818182705909,0.13302405842484,0,0.0677419365270968,0,0.181818181818182,0,0.643034826
"3666",66,"20180612LGNC0",20180612,"NC","W",0.34375,4,0.34375,0.444444444,0,2,0,0.206896552,10,0.342857143,0.413793103,0,0.275862069,0.5,7,3,1,"WIN",3,5400,2018,0.457964601766622,0.177777777777778,0.693163096970951,0.264550264285714,0,0.5,0,0.352866511959486,0.714285714285714,0.570000000231,0.318648367641428,0,0.579310345131724,0.5,0.318181818181818,0.6,1
"3667",67,"20180613LGNC0",20180613,"NC","W",0.242424242,3,0.212121212,0.222222222,0,0,0,0.266666667,3,0.323529412,0.866666667,3,0.2,0.25,5,1,1,"WIN",3,5403,2018,0.307320996813818,0.133333333333333,0.406919274725892,0.132275132142857,0,0,0,0.476073620337566,0.214285714285714,0.5294117652,0.700334448500477,0.375,0.420000000168,0.25,0.227272727272727,0.2,1
"3668",68,"20180614LGNC0",20180614,"NC","W",0.361111111,7,0.222222222,0.444444444,0,1,1,0.394736842,5,0.441860465,0.763157895,2,0.289473684,0.4,9,4,1,"WIN",3,5406,2018,0.483775811064714,0.311111111111111,0.428885227272196,0.264550264285714,0,0.25,0.25,0.740071036625367,0.357142857142857,0.777906976077558,0.613096286108616,0.25,0.607894736643158,0.4,0.409090909090909,0.8,1
"3669",69,"20180615KTNC0",20180615,"NC","W",0.25,4,0.1875,0.444444444,0,0,1,0.388888889,2,0.421052632,0.75,2,0.138888889,0.444444444,9,2,0.666666667,"WIN",3,5409,2018,0.318584070664892,0.177777777777778,0.353377265122446,0.264550264285714,0,0,0.25,0.728016360487285,0.142857142857143,0.734210526851842,0.602006688980123,0.25,0.291666667016667,0.444444444,0.409090909090909,0.4,0.666666667
"3670",70,"20180616KTNC0",20180616,"NC","W",0.166666667,1,0.266666667,0.333333333,0,0,0,0.303030303,3,0.342857143,0.424242424,0,0.151515152,0.266666667,8,1,0.5,"WIN",3,5412,2018,0.194690265736706,0.0444444444444444,0.525535420650565,0.198412698214286,0,0,0,0.551031790347329,0.214285714285714,0.570000000231,0.327455153237171,0,0.318181819327273,0.266666667,0.363636363636364,0.2,0.5
"3671",71,"20180617KTNC0",20180617,"NC","L",0.424242424,5,0.121212121,0.555555556,0,2,0,0.25,4,0.333333333,0.5,2,0.125,0.285714286,5,0,0,"LOSE",0,5412,2018,0.577634754372336,0.222222222222222,0.209225699634522,0.330687830952381,0,0.5,0,0.44171779138575,0.285714285714286,0.549999999265,0.391304347752799,0.25,0.262500000105,0.285714286,0.227272727272727,0,0
"3672",72,"20180620NCHT0",20180620,"NC","L",0.4375,6.75,0.28125,0.5,0,0,1,0.351351351,3,0.384615385,0.351351351,0,0.135135135,0.5,9,1,1,"LOSE",0,5412,2018,0.597345132868353,0.3,0.557248764231549,0.297619047619048,0,0,0.25,0.650638367946827,0.214285714285714,0.657692308281923,0.266021874294484,0,0.283783783613514,0.5,0.409090909090909,0.2,1
"3673",73,"20180621NCHT0",20180621,"NC","W",0.242424242,4,0.060606061,0.444444444,0,0,0,0.225806452,4,0.285714286,0.548387097,2,0.225806452,0.5,2,0,0.643034826,"WIN",3,5415,2018,0.307320996813818,0.177777777777778,0.0774299843566952,0.264550264285714,0,0,0,0.391846428573644,0.285714285714286,0.450000000735,0.432085446245174,0.25,0.474193549389677,0.5,0.0909090909090909,0,0.643034826
"3674",74,"20180622HHNC0",20180622,"NC","L",0.393939394,5,0.151515152,0.666666667,0,1,1,0.035714286,2,0.1,0.035714286,0,0,0,3,0,0.643034826,"LOSE",0,5415,2018,0.532582461941492,0.222222222222222,0.275123559448065,0.39682539702381,0,0.25,0.25,0,0.142857142857143,0.060000000798,0,0,0,0,0.136363636363636,0,0.643034826
"3675",75,"20180623HHNC0",20180623,"NC","L",0.432432432,8,0.162162162,0.555555556,0,2,1,0.161290323,3,0.235294118,0.161290323,0,0.032258065,0.5,6,1,0.5,"LOSE",0,5415,2018,0.589811049463189,0.355555555555556,0.298276859605181,0.330687830952381,0,0.5,0.25,0.258856125680013,0.214285714285714,0.344117648115,0.105836659991796,0,0.0677419365270968,0.5,0.272727272727273,0.2,0.5
"3676",76,"20180624HHNC0",20180624,"NC","L",0.342857143,5,0.171428571,0.222222222,0,0,0,0.305555556,2,0.342105263,0.472222222,1,0.083333333,0.125,8,0,0,"LOSE",0,5415,2018,0.456637168349471,0.222222222222222,0.318427864343187,0.132275132142857,0,0,0,0.556237219850904,0.142857142857143,0.568421052233684,0.367892976318028,0.125,0.17499999937,0.125,0.363636363636364,0,0
"3677",77,"20180626OBNC0",20180626,"NC","W",0.371428571,4,0.314285714,0.222222222,0,0,1,0.35483871,4,0.411764706,0.483870968,0,0.161290323,0.428571429,7,0,0.643034826,"WIN",3,5418,2018,0.499115043645203,0.177777777777778,0.629089196629625,0.132275132142857,0,0,0.25,0.657827034360908,0.285714285714286,0.714705882285,0.377710648536277,0,0.338709678435484,0.428571429,0.318181818181818,0,0.643034826
"3678",78,"20180627OBNC0",20180627,"NC","L",0.363636364,6,0.212121212,0.444444444,1,1,0,0.205882353,2,0.25,0.382352941,1,0.088235294,0.142857143,6,2,1,"LOSE",0,5418,2018,0.487530169510647,0.266666666666667,0.406919274725892,0.264550264285714,0.333333333333333,0.25,0,0.350775893159272,0.142857142857143,0.3750000002625,0.292150304673563,0.125,0.185294117474118,0.142857143,0.272727272727273,0.4,1
"3679",79,"20180628OBNC0",20180628,"NC","L",0.371428571,9,0.228571429,0.666666667,0,2,2,0.235294118,2,0.277777778,0.352941176,0,0,0,9,0,0.643034826,"LOSE",0,5418,2018,0.499115043645203,0.4,0.442692398997465,0.39682539702381,0,0.5,0.5,0.411403825997374,0.142857142857143,0.433333333963333,0.267361793693051,0,0,0,0.409090909090909,0,0.643034826
"3680",80,"20180629NCKT0",20180629,"NC","L",0.5,7.875,0.138888889,0.125,0,0,0,0.264705882,4,0.342105263,0.382352941,0,0.088235294,0.3,8,0,0,"LOSE",0,5418,2018,0.690265486936174,0.35,0.247666117677869,0.0744047619047619,0,0,0,0.472031756774126,0.285714285714286,0.568421052233684,0.292150304673563,0,0.185294117474118,0.3,0.363636363636364,0,0
"3681",81,"20180630NCKT0",20180630,"NC","L",0.235294118,1.8,0.235294118,0,0,0,1,0.133333333,3,0.1875,0.133333333,0,0,0,1,0,0.643034826,"LOSE",0,5418,2018,0.296720458467778,0.08,0.457311755631858,0,0,0,0.25,0.201226992845738,0.214285714285714,0.243750000485625,0.0822742470051207,0,0,0,0.0454545454545455,0,0.643034826
"3682",82,"20180703NCLG0",20180703,"NC","W",0.395348837,5.4,0.11627907,0.1,0,1,1,0.382978723,4,0.42,0.617021277,1,0.276595745,0.470588235,9,2,1,"WIN",3,5421,2018,0.534677917023066,0.24,0.198498142273971,0.0595238095238095,0,0.25,0.25,0.715833441600573,0.285714285714286,0.7319999996556,0.489930975902044,0.125,0.58085106473234,0.470588235,0.409090909090909,0.4,1
"3683",83,"20180704NCLG0",20180704,"NC","L",0.527777778,14.625,0.111111111,0.5,0,0,2,0.166666667,2,0.212121212,0.3,0,0.1,0.4,3,2,1,"LOSE",0,5421,2018,0.731563422407811,0.65,0.187259747088218,0.297619047619048,0,0,0.5,0.26993865074937,0.142857142857143,0.295454545597727,0.22274247477094,0,0.210000000084,0.4,0.136363636363636,0.4,1
"3684",84,"20180705NCLG0",20180705,"NC","W",0.275862069,3,0.310344828,0.111111111,1,2,0,0.325,2,0.357142857,0.65,0,0.125,0.214285714,10,0,0.643034826,"WIN",3,5424,2018,0.357033872399394,0.133333333333333,0.620519230372152,0.0661375660714286,0.333333333333333,0.5,0,0.596319018576898,0.142857142857143,0.59999999958,0.517725752489194,0,0.262500000105,0.214285714,0.454545454545455,0,0.643034826
"3685",85,"20180706NCWO0",20180706,"NC","L",0.333333333,6.75,0.166666667,0.375,0,1,1,0.15625,5,0.25,0.4375,0,0.0625,0.142857143,8,0,0.643034826,"LOSE",0,5424,2018,0.442477875593077,0.3,0.308072488267521,0.223214285714286,0,0.25,0.25,0.248466257396816,0.357142857142857,0.3750000002625,0.338628762445968,0,0.1312500000525,0.142857143,0.363636363636364,0,0.643034826
"3686",86,"20180707NCWO0",20180707,"NC","L",0.387096774,6.75,0.193548387,1.125,0,0,0,0.324324324,2,0.342105263,0.621621622,2,0.081081081,0.181818182,8,0,0.643034826,"LOSE",0,5424,2018,0.522409363171067,0.3,0.366530264854521,0.669642857142857,0,0,0,0.594926214059783,0.142857142857143,0.568421052233684,0.493808189749858,0.25,0.170270270168108,0.181818182,0.363636363636364,0,0.643034826
"3687",87,"20180708NCWO0",20180708,"NC","W",0.322580645,1,0.419354839,0.222222222,0,1,0,0.25,8,0.384615385,0.375,0,0.0625,0,11,0,0.643034826,"WIN",3,5427,2018,0.426491578374824,0.0444444444444444,0.85757559688383,0.132275132142857,0,0.25,0,0.44171779138575,0.571428571428571,0.657692308281923,0.285953177139137,0,0.1312500000525,0,0.5,0,0.643034826
"3688",88,"20180710HTNC0",20180710,"NC","W",0.378378378,6,0.297297297,0.555555556,0,0,3,0.25,8,0.405405405,0.464285714,1,0.25,0.444444444,5,2,1,"WIN",3,5430,2018,0.509447500079492,0.266666666666667,0.592145686855965,0.330687830952381,0,0,0.75,0.44171779138575,0.571428571428571,0.701351350207703,0.36120401305095,0.125,0.52500000021,0.444444444,0.227272727272727,0.4,1
"3689",89,"20180711HTNC0",20180711,"NC","W",0.172413793,1,0.275862069,0.444444444,0,1,0,0.258064516,3,0.314285714,0.451612903,1,0.161290323,0.285714286,6,0,0,"WIN",3,5433,2018,0.203234665461384,0.0444444444444444,0.545532011484174,0.264550264285714,0,0.25,0,0.458341578989786,0.214285714285714,0.509999999433,0.350523249260425,0.125,0.338709678435484,0.285714286,0.272727272727273,0,0
"3690",90,"20180712HTNC0",20180712,"NC","W",0.466666667,3,0.233333333,0.333333333,0,2,0,0.214285714,3,0.258064516,0.571428571,2,0.142857143,0.333333333,5,0,0.643034826,"WIN",3,5436,2018,0.640707965262244,0.133333333333333,0.453047775073131,0.198412698214286,0,0.5,0,0.368098158801009,0.214285714285714,0.39193548383371,0.451505016313688,0.25,0.30000000042,0.333333333,0.227272727272727,0,0.643034826
"3691",91,"20180717NCSK0",20180717,"NC","L",0.483870968,11.25,0.096774194,0.75,1,1,0,0.333333333,5,0.414634146,0.5,1,0.111111111,0.1,10,0,0.643034826,"LOSE",0,5436,2018,0.666286041108794,0.5,0.156082266966694,0.446428571428571,0.333333333333333,0.25,0,0.613496932022131,0.357142857142857,0.720731706274756,0.391304347752799,0.125,0.233333333193333,0.1,0.454545454545455,0,0.643034826
"3692",92,"20180718NCSK0",20180718,"NC","W",0.378378378,3,0.216216216,0.333333333,0,0,0,0.242424242,1,0.264705882,0.303030303,0,0.121212121,0.285714286,4,0,0,"WIN",3,5439,2018,0.509447500079492,0.133333333333333,0.415824390505494,0.198412698214286,0,0,0,0.426101504936375,0.0714285714285714,0.40588235241,0.225296442517853,0,0.254545454201818,0.285714286,0.181818181818182,0,0
"3693",93,"20180719NCSK0",20180719,"NC","L",0.40625,3.375,0.21875,0.375,0,2,0,0.225806452,1,0.25,0.225806452,0,0,0,5,1,0.5,"LOSE",0,5439,2018,0.550884955834443,0.15,0.421334431492147,0.223214285714286,0,0.5,0,0.391846428573644,0.0714285714285714,0.3750000002625,0.160211457700693,0,0,0,0.227272727272727,0.2,0.5
"3694",94,"20180720WONC0",20180720,"NC","W",0.475,8,0.25,0.555555556,0,1,2,0.333333333,10,0.428571429,0.444444444,0,0.25,0.3125,11,0,0.643034826,"WIN",3,5442,2018,0.653097345309045,0.355555555555556,0.489291597861848,0.330687830952381,0,0.25,0.5,0.613496932022131,0.714285714285714,0.750000000525,0.344481604883256,0,0.52500000021,0.3125,0.5,0,0.643034826
"3695",95,"20180721WONC0",20180721,"NC","L",0.342857143,6,0.085714286,0.555555556,0,0,1,0.225806452,0,0.225806452,0.677419355,3,0.096774194,0,1,0,0.643034826,"LOSE",0,5442,2018,0.456637168349471,0.266666666666667,0.132031066711028,0.330687830952381,0,0,0.25,0.391846428573644,0,0.324193549548871,0.540835041662966,0.375,0.20322580748129,0,0.0454545454545455,0,0.643034826
"3696",96,"20180722WONC0",20180722,"NC","L",0.285714286,6,0.342857143,0.555555556,0,1,0,0.242424242,4,0.305555556,0.303030303,0,0.090909091,0.6,7,0,0.643034826,"LOSE",0,5442,2018,0.371681416271282,0.266666666666667,0.691221463956764,0.330687830952381,0,0.25,0,0.426101504936375,0.285714285714286,0.491666667664167,0.225296442517853,0,0.190909091176364,0.6,0.318181818181818,0,0.643034826
"3697",97,"20180724NCLT0",20180724,"NC","W",0.219512195,1.5,0.317073171,0.166666667,0,0,1,0.23255814,10,0.363636364,0.511627907,0,0.069767442,0.066666667,14,1,0.5,"WIN",3,5445,2018,0.273257068499281,0.0666666666666667,0.635150882360741,0.0992063494047619,0,0,0.25,0.405764018579134,0.714285714285714,0.613636364256818,0.401104456666694,0,0.146511628258605,0.066666667,0.636363636363636,0.2,0.5
"3698",98,"20180725NCLT0",20180725,"NC","W",0.452380952,6,0.30952381,0.777777778,0,0,1,0.307692308,1,0.307692308,0.615384615,1,0.230769231,0.555555556,4,0,0.643034826,"WIN",3,5448,2018,0.619469026127653,0.266666666666667,0.618733820553959,0.462962963095238,0,0,0.25,0.560641812936279,0.0714285714285714,0.496153846856538,0.488551581841253,0.125,0.484615385293846,0.555555556,0.181818181818182,0,0.643034826
"3699",99,"20180726NCLT0",20180726,"NC","L",0.666666667,14.625,0.083333333,0.875,0,2,3,0.1875,3,0.257142857,0.25,0,0.03125,0.333333333,7,0,0.643034826,"LOSE",0,5448,2018,0.93805309827927,0.65,0.126853376498566,0.520833333333333,0,0.5,0.75,0.312883435393127,0.214285714285714,0.389999999937,0.180602006525475,0,0.06562500002625,0.333333333,0.318181818181818,0,0.643034826
"3700",100,"20180727SKNC0",20180727,"NC","W",0.071428571,0,0.178571429,1.111111111,1,1,0,0.212121212,4,0.297297297,0.272727273,0,0.03030303,0.285714286,10,4,1,"WIN",3,5451,2018,0.0530973441196648,0,0.333960932805944,0.661375661309524,0.333333333333333,0.25,0,0.363636363261573,0.285714285714286,0.474324323793649,0.199756765048725,0,0.0636363630254546,0.285714286,0.454545454545455,0.8,1
"3701",101,"20180728SKNC0",20180728,"NC","L",0.513513514,7,0.297297297,0.444444444,0,0,2,0.212121212,7,0.325,0.454545455,1,0.090909091,0.125,11,0,0.643034826,"LOSE",0,5451,2018,0.710356375025461,0.311111111111111,0.592145686855965,0.264550264285714,0,0,0.5,0.363636363261573,0.5,0.53249999999475,0.352994831549108,0.125,0.190909091176364,0.125,0.5,0,0.643034826
"3702",102,"20180729SKNC0",20180729,"NC","W",0.303030303,3,0.212121212,0.222222222,0,1,1,0.214285714,2,0.233333333,0.428571429,1,0.107142857,0.25,3,0,0,"WIN",3,5454,2018,0.397425583162232,0.133333333333333,0.406919274725892,0.132275132142857,0,0.25,0.25,0.368098158801009,0.142857142857143,0.339999999622,0.331103679191911,0.125,0.22499999979,0.25,0.136363636363636,0,0
"3703",103,"20180731NCSS0",20180731,"NC","D",0.25,3,0.204545455,0.416666667,0,1,1,0.266666667,6,0.34,0.4,1,0.088888889,0.222222222,11,5,0.833333333,"WIN",1,5455,2018,0.318584070664892,0.133333333333333,0.390444811403478,0.248015873214286,0,0.25,0.25,0.476073620337566,0.428571428571429,0.5639999999412,0.30702341126187,0.125,0.186666666974667,0.222222222,0.5,1,0.833333333
"3704",104,"20180801NCSS0",20180801,"NC","W",0.242424242,5,0.363636364,0.444444444,1,0,0,0.307692308,4,0.357142857,1,4,0.230769231,0.3,7,0,0.643034826,"WIN",3,5458,2018,0.307320996813818,0.222222222222222,0.736408567269717,0.264550264285714,0.333333333333333,0,0,0.560641812936279,0.285714285714286,0.59999999958,0.812709030207447,0.5,0.484615385293846,0.3,0.318181818181818,0,0.643034826
"3705",105,"20180802NCSS0",20180802,"NC","L",0.387096774,3.375,0.225806452,0.25,0,3,1,0.305555556,2,0.315789474,0.527777778,0,0.055555556,0.181818182,10,0,0.643034826,"LOSE",0,5458,2018,0.522409363171067,0.15,0.436679598933549,0.148809523809524,0,0.75,0.25,0.556237219850904,0.142857142857143,0.513157895427632,0.414715719187571,0,0.116666667646667,0.181818182,0.454545454545455,0,0.643034826
"3706",106,"20180804NCHH0",20180804,"NC","W",0.352941176,5,0.147058824,0.777777778,0,1,0,0.222222222,2,0.263157895,0.555555556,2,0.194444444,0.285714286,4,0,0.643034826,"WIN",3,5461,2018,0.471629359018137,0.222222222222222,0.265432697902658,0.462962963095238,0,0.25,0,0.384458077153173,0.142857142857143,0.402631579715526,0.438127090622342,0.25,0.408333332563333,0.285714286,0.181818181818182,0,0.643034826
"3707",107,"20180805NCHH0",20180805,"NC","W",0.447368421,8,0.184210526,0.222222222,1,0,1,0.368421053,5,0.441860465,0.894736842,3,0.263157895,0.666666667,6,0,0,"WIN",3,5464,2018,0.612016767642918,0.355555555555556,0.346223878502068,0.132275132142857,0.333333333333333,0,0.25,0.685824992973323,0.357142857142857,0.777906976077558,0.72399225486512,0.375,0.552631579721053,0.666666667,0.272727272727273,0,0
"3708",108,"20180807KTNC0",20180807,"NC","L",0.552631579,12,0.236842105,0.333333333,0,0,1,0.35,2,0.357142857,0.7,2,0.225,0.375,6,0,0.643034826,"LOSE",0,5464,2018,0.768514206229429,0.533333333333333,0.460678053554966,0.198412698214286,0,0,0.25,0.647852760973947,0.142857142857143,0.59999999958,0.559866220734658,0.25,0.472500000189,0.375,0.272727272727273,0,0.643034826
"3709",109,"20180808KTNC0",20180808,"NC","W",0.266666667,3,0.266666667,0.444444444,0,2,1,0.368421053,5,0.428571429,0.789473684,2,0.184210526,0.176470588,12,0,0.643034826,"WIN",3,5467,2018,0.343362832245219,0.133333333333333,0.525535420650565,0.264550264285714,0,0.5,0.25,0.685824992973323,0.357142857142857,0.750000000525,0.635275479522793,0.25,0.386842104754737,0.176470588,0.545454545454545,0,0.643034826
"3710",110,"20180809SKNC0",20180809,"NC","W",0.185185185,3.24,0.296296296,0.84,0,0,0,0.303030303,7,0.425,0.787878788,3,0.181818182,0.272727273,10,0,0.643034826,"WIN",3,5470,2018,0.222222221726647,0.144,0.589968880728182,0.5,0,0,0,0.551031790347329,0.5,0.74249999963775,0.633931286237937,0.375,0.381818182352727,0.272727273,0.454545454545455,0,0.643034826
"3711",111,"20180810SKNC0",20180810,"NC","L",0.428571429,12,0.142857143,0.777777778,0,0,0,0.285714286,7,0.390243902,0.571428571,2,0.228571429,0.214285714,8,0,0.643034826,"LOSE",0,5470,2018,0.584070797210118,0.533333333333333,0.256295599190677,0.462962963095238,0,0,0,0.515337423970492,0.5,0.669512193961829,0.451505016313688,0.25,0.480000001092,0.214285714,0.363636363636364,0,0.643034826
"3712",112,"20180811NCSS0",20180811,"NC","W",0.1875,1,0.21875,0.333333333,0,0,0,0.27027027,4,0.325,0.594594595,1,0.189189189,0.416666667,7,1,1,"WIN",3,5473,2018,0.225663716597071,0.0444444444444444,0.421334431492147,0.198412698214286,0,0,0,0.483501906285696,0.285714285714286,0.53249999999475,0.471029558288601,0.125,0.397297297058919,0.416666667,0.318181818181818,0.2,1
"3713",113,"20180812NCSS0",20180812,"NC","L",0.375,10.125,0.09375,0.375,0,1,1,0.235294118,2,0.277777778,0.470588235,1,0.058823529,0.142857143,8,0,0.643034826,"LOSE",0,5473,2018,0.504424778800533,0.45,0.149505766013342,0.223214285714286,0,0.25,0.25,0.411403825997374,0.142857142857143,0.433333333963333,0.366515836772288,0.125,0.123529410949412,0.142857143,0.363636363636364,0,0.643034826
"3714",114,"20180814NCKT0",20180814,"NC","L",0.459459459,11.25,0.189189189,0.5,0,0,1,0.205882353,4,0.289473684,0.264705882,0,0,0,11,1,1,"LOSE",0,5473,2018,0.629992824155038,0.5,0.357050625055338,0.297619047619048,0,0,0.25,0.350775893159272,0.285714285714286,0.457894736521579,0.192996261594326,0,0,0,0.5,0.2,1
"3715",115,"20180815NCKT0",20180815,"NC","W",0.416666667,9,0.111111111,0.666666667,0,1,0,0.431818182,2,0.434782609,1.045454545,5,0.295454545,0.333333333,7,1,1,"WIN",3,5476,2018,0.566371682007988,0.4,0.187259747088218,0.39682539702381,0,0.25,0,0.816508645557263,0.142857142857143,0.763043478502826,0.851018546411138,0.625,0.620454544748182,0.333333333,0.318181818181818,0.2,1
"3716",116,"20180816NCKT0",20180816,"NC","L",0.419354839,5.625,0.258064516,0.75,0,1,0,0.285714286,1,0.305555556,0.457142857,1,0.085714286,0.285714286,6,0,0.643034826,"LOSE",0,5476,2018,0.570368256312551,0.25,0.506828930837948,0.446428571428571,0,0.25,0,0.515337423970492,0.0714285714285714,0.491666667664167,0.355183946279142,0.125,0.180000000672,0.285714286,0.272727272727273,0,0.643034826
"3717",117,"20180904SSNC0",20180904,"NC","L",0.27027027,5,0.297297297,0.555555556,0,0,0,0.193548387,1,0.21875,0.451612903,1,0.096774194,0.166666667,2,0,0.643034826,"LOSE",0,5476,2018,0.348720401312097,0.222222222222222,0.592145686855965,0.330687830952381,0,0,0,0.325351276096154,0.0714285714285714,0.309375000374062,0.350523249260425,0.125,0.20322580748129,0.166666667,0.0909090909090909,0,0.643034826
"3718",118,"20180905SSNC0",20180905,"NC","L",0.3125,5,0.1875,0.555555556,0,2,0,0.074074074,4,0.166666667,0.222222222,1,0.074074074,0,1,0,0.643034826,"LOSE",0,5476,2018,0.411504424732712,0.222222222222222,0.353377265122446,0.330687830952381,0,0.5,0,0.0790729373278968,0.285714285714286,0.20000000126,0.157190635090704,0.125,0.155555555462222,0,0.0454545454545455,0,0.643034826
"3719",119,"20180906NCLG0",20180906,"NC","L",0.4,6.75,0.171428571,0,0,1,0,0.257142857,2,0.297297297,0.542857143,2,0.085714286,0.125,7,0,0.643034826,"LOSE",0,5476,2018,0.541592920427661,0.3,0.318427864343187,0,0,0.25,0,0.456441717490429,0.142857142857143,0.474324323793649,0.427424749226456,0.25,0.180000000672,0.125,0.318181818181818,0,0.643034826
"3720",120,"20180907NCLG0",20180907,"NC","W",0.294117647,1,0.264705882,0.111111111,0,1,0,0.375,3,0.404761905,0.525,0,0.25,0.666666667,5,1,1,"WIN",3,5479,2018,0.384174908742957,0.0444444444444444,0.521271440091838,0.0661375660714286,0,0.25,0,0.699386503370996,0.214285714285714,0.70000000021,0.412374581875532,0,0.52500000021,0.666666667,0.227272727272727,0.2,1
"3721",121,"20180908LTNC0",20180908,"NC","W",0.225806452,1,0.290322581,0.555555556,0,0,0,0.333333333,4,0.394736842,0.787878788,1,0.212121212,0.181818182,7,0,0.643034826,"WIN",3,5482,2018,0.282614901923823,0.0444444444444444,0.576978264916976,0.330687830952381,0,0,0,0.613496932022131,0.285714285714286,0.678947367945789,0.633931286237937,0.125,0.445454545378182,0.181818182,0.318181818181818,0,0.643034826
"3722",122,"20180909LTNC0",20180909,"NC","W",0.421052632,3,0.184210526,0.333333333,0,1,0,0.4,4,0.444444444,0.725,2,0.2,0.266666667,10,2,1,"WIN",3,5485,2018,0.572892408739653,0.133333333333333,0.346223878502068,0.198412698214286,0,0.25,0,0.750920245768046,0.285714285714286,0.783333331968333,0.580936454857391,0.25,0.420000000168,0.266666667,0.454545454545455,0.4,1
"3723",123,"20180911HTNC0",20180911,"NC","W",0.34375,7,0.125,1,0,1,0,0.366666667,11,0.525,0.366666667,0,0.3,0.363636364,7,3,0.75,"WIN",3,5488,2018,0.457964601766622,0.311111111111111,0.217462932383044,0.595238095238095,0,0.25,0,0.682208589925763,0.785714285714286,0.95249999928075,0.278929766045829,0,0.630000000252,0.363636364,0.318181818181818,0.6,0.75
"3724",124,"20180912HTNC0",20180912,"NC","W",0.285714286,4,0.142857143,0.111111111,0,0,0,0.272727273,3,0.305555556,0.757575758,3,0.151515152,0.285714286,7,0,0.643034826,"WIN",3,5491,2018,0.371681416271282,0.177777777777778,0.256295599190677,0.0661375660714286,0,0,0,0.488566648672527,0.214285714285714,0.491666667664167,0.60839160876881,0.375,0.318181819327273,0.285714286,0.318181818181818,0,0.643034826
"3725",125,"20180914WONC0",20180914,"NC","W",0.25,3,0.21875,0.333333333,0,1,0,0.294117647,6,0.384615385,0.529411765,1,0.205882353,0.2,9,0,0.643034826,"WIN",3,5494,2018,0.318584070664892,0.133333333333333,0.421334431492147,0.198412698214286,0,0.25,0,0.532659689612228,0.428571428571429,0.657692308281923,0.416092858733311,0.125,0.432352941472941,0.2,0.409090909090909,0,0.643034826
"3726",126,"20180915NCOB0",20180915,"NC","W",0.333333333,7,0.153846154,0.555555556,0,1,1,0.358974359,6,0.444444444,0.743589744,2,0.333333333,0.642857143,6,0,0,"WIN",3,5497,2018,0.442477875593077,0.311111111111111,0.280192624751172,0.330687830952381,0,0.25,0.25,0.666352053169333,0.428571428571429,0.783333331968333,0.596604065191857,0.25,0.69999999958,0.642857143,0.272727272727273,0,0
"3727",127,"20180916NCOB0",20180916,"NC","L",0.28125,5.625,0.1875,0.5,0,0,1,0.151515152,3,0.2,0.151515152,0,0.03030303,0.25,8,1,1,"LOSE",0,5497,2018,0.365044247698802,0.25,0.353377265122446,0.297619047619048,0,0,0.25,0.238706079911968,0.214285714285714,0.270000000441,0.0975980543294065,0,0.0636363630254546,0.25,0.363636363636364,0.2,1
"3728",128,"20180918HHNC0",20180918,"NC","W",0.393939394,3,0.151515152,0.222222222,0,3,1,0.393939394,5,0.435897436,0.393939394,0,0.272727273,0.363636364,6,1,0.5,"WIN",3,5500,2018,0.532582461941492,0.133333333333333,0.275123559448065,0.132275132142857,0,0.75,0.25,0.738427217433085,0.357142857142857,0.765384615198846,0.301915475768044,0,0.572727273529091,0.363636364,0.272727272727273,0.2,0.5
"3729",129,"20180919HHNC0",20180919,"NC","L",0.435897436,7,0.256410256,0.333333333,1,1,1,0.272727273,1,0.285714286,0.575757576,0,0.121212121,0.444444444,4,0,0.643034826,"LOSE",0,5500,2018,0.594962559839612,0.311111111111111,0.503231528532708,0.198412698214286,0.333333333333333,0.25,0.25,0.488566648672527,0.0714285714285714,0.450000000735,0.455153542268427,0,0.254545454201818,0.444444444,0.181818181818182,0,0.643034826
"3730",130,"20180920NCHT0",20180920,"NC","L",0.53125,7.56,0.15625,0.48,0,0,0,0.285714286,9,0.418604651,0.457142857,1,0.142857143,0.153846154,10,2,1,"LOSE",0,5500,2018,0.736725663970084,0.336,0.285420098752745,0.285714285714286,0,0,0,0.515337423970492,0.642857142857143,0.729069766760581,0.355183946279142,0.125,0.30000000042,0.153846154,0.454545454545455,0.4,1
"3731",131,"20180921NCHT0",20180921,"NC","L",0.342857143,6.75,0.257142857,0.75,0,1,2,0.303030303,2,0.333333333,0.303030303,0,0.121212121,0.4,5,0,0,"LOSE",0,5500,2018,0.456637168349471,0.3,0.504824664149975,0.446428571428571,0,0.25,0.5,0.551031790347329,0.142857142857143,0.549999999265,0.225296442517853,0,0.254545454201818,0.4,0.227272727272727,0,0
